,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_temperature,host_mass,host_radius
2548,Kepler-241 b,1989.0,6.04 Earths,15.387,2014,Neptune-like,0.208 x Jupiter,0.094 AU,12.7 days,0.0,Kepler-24,Transit,,,5897.0,,1.29
2549,Kepler-241 c,1989.0,7.13 Earths,15.387,2014,Neptune-like,0.229 x Jupiter,0.189 AU,36.1 days,0.0,Kepler-24,Transit,,,5897.0,,1.29
2550,Kepler-242 b,1992.0,7.32 Earths,15.349,2014,Neptune-like,0.233 x Jupiter,0.075 AU,8.2 days,0.0,Kepler-240,Transit,,,4985.0,,0.74
2551,Kepler-242 c,1992.0,4.66 Earths,15.349,2014,Super Earth,2.0 x Earth,0.109 AU,14.5 days,0.0,Kepler-240,Transit,,,4985.0,,0.74
2552,Kepler-243 b,2309.0,6.57 Earths,15.057,2014,Neptune-like,0.219 x Jupiter,0.062 AU,5.7 days,0.0,Kepler-241,Transit,,,4699.0,,0.67
2553,Kepler-243 c,2309.0,4.62 Earths,15.057,2014,Super Earth,1.99 x Earth,0.142 AU,20 days,0.0,Kepler-241,Transit,,,4699.0,,0.67
2554,Kepler-244 b,3483.0,8.05 Earths,15.545,2014,Neptune-like,0.246 x Jupiter,0.05 AU,4.3 days,0.0,Kepler-242,Transit,,,5020.0,,0.85
2555,Kepler-244 c,3483.0,4.86 Earths,15.545,2014,Super Earth,2.05 x Earth,0.087 AU,9.8 days,0.0,Kepler-242,Transit,,,5020.0,,0.85
2556,Kepler-244 d,3483.0,15.2 Earths,15.545,2014,Super Earth,0.206 x Jupiter,0.14 AU,20.1 days,0.0,Kepler-243,Transit,,,5228.0,,0.84
2557,Kepler-245 b,2879.0,7.13 Earths,15.597,2014,Neptune-like,0.229 x Jupiter,0.071 AU,7.5 days,0.0,Kepler-243,Transit,,,5228.0,,0.84
2558,Kepler-245 c,2879.0,0.71 Jupiters,15.597,2014,Super Earth,2.18 x Earth,0.124 AU,17.5 days,0.0,Kepler-244,Transit,,,5554.0,,0.8
2559,Kepler-245 d,2879.0,21.6 Earths,15.597,2014,Neptune-like,0.27 x Jupiter,0.202 AU,36.3 days,0.0,Kepler-244,Transit,,,5554.0,,0.8
2560,Kepler-245 e,2879.0,3.71 Earths,15.597,2016,Super Earth,1.75 x Earth,Unknown,3.2 days,0.0,Kepler-244,Transit,,,5554.0,,0.8
2561,Kepler-246 b,2079.0,6.08 Earths,15.042,2014,Neptune-like,0.209 x Jupiter,0.052 AU,4.6 days,0.0,Kepler-245,Transit,,,5100.0,,0.8
2562,Kepler-246 c,2079.0,2.86 Earths,15.042,2014,Super Earth,1.5 x Earth,0.095 AU,11.2 days,0.0,Kepler-245,Transit,,,5100.0,,0.8
2563,Kepler-247 b,2206.0,3.33 Earths,15.047,2014,Super Earth,1.64 x Earth,0.042 AU,3.3 days,0.0,Kepler-245,Transit,,,5100.0,,0.8
2564,Kepler-247 c,2206.0,15.7 Earths,15.047,2014,Neptune-like,0.365 x Jupiter,0.084 AU,9.4 days,0.0,Kepler-245,Transit,,,5100.0,,0.8
2565,Kepler-247 d,2206.0,14.7 Earths,15.047,2014,Neptune-like,0.352 x Jupiter,0.14 AU,20.5 days,0.0,Kepler-246,Transit,,,5206.0,,0.83
2566,Kepler-248 b,2462.0,9.38 Earths,15.233,2014,Neptune-like,0.269 x Jupiter,0.066 AU,6.3 days,0.0,Kepler-246,Transit,,,5206.0,,0.83
2567,Kepler-248 c,2462.0,15.6 Earths,15.233,2014,Neptune-like,0.363 x Jupiter,0.123 AU,16.2 days,0.0,Kepler-247,Transit,,,5100.0,,0.77
2568,Kepler-249 b,624.0,1.32 Earths,15.23,2014,Super Earth,1.09 x Earth,0.035 AU,3.3 days,0.0,Kepler-247,Transit,,,5100.0,,0.77
2569,Kepler-249 c,624.0,2.89 Earths,15.23,2014,Super Earth,1.51 x Earth,0.058 AU,7.1 days,0.0,Kepler-247,Transit,,,5100.0,,0.77
2570,Kepler-249 d,624.0,3.09 Earths,15.23,2014,Super Earth,1.57 x Earth,0.097 AU,15.4 days,0.0,Kepler-248,Transit,,,5190.0,,0.83
2571,Kepler-24 b,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.214 x Jupiter,0.08 AU,8.1 days,0.0,Kepler-248,Transit,,,5190.0,,0.83
2572,Kepler-24 c,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.25 x Jupiter,0.106 AU,12.3 days,0.0,Kepler-249,Transit,,,3568.0,,0.48
2573,Kepler-24 d,3901.0,3.43 Earths,14.923,2014,Super Earth,1.67 x Earth,0.051 AU,4.2 days,0.0,Kepler-249,Transit,,,3568.0,,0.48
2574,Kepler-24 e,3901.0,8.15 Earths,14.923,2014,Neptune-like,0.248 x Jupiter,0.138 AU,19 days,0.0,Kepler-249,Transit,,,3568.0,,0.48
2575,Kepler-250 b,2536.0,1.51 Earths,15.414,2014,Super Earth,1.13 x Earth,0.048 AU,4.1 days,0.0,Kepler-25,Transit,92.827,2.32,6270.0,1.19,1.31
2576,Kepler-250 c,2536.0,5.82 Earths,15.414,2014,Neptune-like,0.203 x Jupiter,0.069 AU,7.2 days,0.0,Kepler-25,Transit,92.764,0.588,6270.0,1.19,1.31
2577,Kepler-250 d,2536.0,5.39 Earths,15.414,2014,Neptune-like,2.18 x Earth,0.127 AU,17.6 days,0.0,Kepler-25,Radial Velocity,,,6270.0,1.19,1.31
2578,Kepler-251 b,3096.0,2.33 Earths,15.216,2014,Super Earth,1.33 x Earth,0.053 AU,4.8 days,0.0,Kepler-250,Transit,,,5160.0,,0.81
2579,Kepler-251 c,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.122 AU,16.5 days,0.0,Kepler-250,Transit,,,5160.0,,0.81
2580,Kepler-251 d,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.182 AU,30.1 days,0.0,Kepler-250,Transit,,,5160.0,,0.81
2581,Kepler-251 e,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.404 AU,99.6 days,0.0,Kepler-251,Transit,,,5526.0,,0.89
2582,Kepler-252 b,1251.0,2.04 Earths,15.029,2014,Super Earth,1.23 x Earth,0.058 AU,6.7 days,0.0,Kepler-251,Transit,,,5526.0,,0.89
2583,Kepler-252 c,1251.0,5.27 Earths,15.029,2014,Neptune-like,2.15 x Earth,0.08 AU,10.8 days,0.0,Kepler-251,Transit,,,5526.0,,0.89
2584,Kepler-253 b,2802.0,3.29 Earths,15.512,2014,Super Earth,1.63 x Earth,0.046 AU,3.8 days,0.0,Kepler-251,Transit,,,5526.0,,0.89
2585,Kepler-253 c,2802.0,7.51 Earths,15.512,2014,Neptune-like,0.236 x Jupiter,0.089 AU,10.3 days,0.0,Kepler-252,Transit,,,4208.0,,0.55
2586,Kepler-253 d,2802.0,10.2 Earths,15.512,2014,Neptune-like,0.283 x Jupiter,0.13 AU,18.1 days,0.0,Kepler-252,Transit,,,4208.0,,0.55
2587,Kepler-254 b,4718.0,14.3 Earths,15.838,2014,Neptune-like,0.345 x Jupiter,0.064 AU,5.8 days,0.0,Kepler-253,Transit,,,5208.0,,0.79
2588,Kepler-254 c,4718.0,3.2 Earths,15.838,2014,Neptune-like,2.15 x Earth,0.105 AU,12.4 days,0.0,Kepler-253,Transit,,,5208.0,,0.79
2589,Kepler-254 d,4718.0,6.8 Earths,15.838,2014,Neptune-like,0.223 x Jupiter,0.139 AU,18.7 days,0.0,Kepler-253,Transit,,,5208.0,,0.79
2590,Kepler-255 b,3538.0,3.02 Earths,15.528,2014,Super Earth,1.55 x Earth,0.063 AU,5.7 days,0.0,Kepler-254,Transit,,,5957.0,,0.91
2591,Kepler-255 c,3538.0,9.22 Earths,15.528,2014,Neptune-like,0.267 x Jupiter,0.092 AU,9.9 days,0.0,Kepler-254,Transit,,,5957.0,,0.91
2592,Kepler-255 d,3538.0,2.3 Earths,15.528,2016,Super Earth,1.32 x Earth,Unknown,1 days,0.0,Kepler-254,Transit,,,5957.0,,0.91
2593,Kepler-256 b,3449.0,3.15 Earths,15.015,2014,Super Earth,1.59 x Earth,0.027 AU,1.6 days,0.0,Kepler-255,Transit,,,5573.0,,0.93
2594,Kepler-256 c,3449.0,5.27 Earths,15.015,2014,Neptune-like,2.15 x Earth,0.045 AU,3.4 days,0.0,Kepler-255,Transit,,,5573.0,,0.93
2595,Kepler-256 d,3449.0,6.71 Earths,15.015,2014,Neptune-like,0.221 x Jupiter,0.064 AU,5.8 days,0.0,Kepler-255,Transit,,,5573.0,,0.93
2596,Kepler-256 e,3449.0,6.12 Earths,15.015,2014,Neptune-like,0.21 x Jupiter,0.096 AU,10.7 days,0.0,Kepler-256,Transit,,,5551.0,,1.3
2597,Kepler-257 b,2602.0,7.32 Earths,15.422,2014,Neptune-like,0.233 x Jupiter,0.034 AU,2.4 days,0.0,Kepler-256,Transit,,,5551.0,,1.3
2598,Kepler-257 c,2602.0,25.2 Earths,15.422,2014,Neptune-like,0.483 x Jupiter,0.066 AU,6.6 days,0.0,Kepler-256,Transit,,,5551.0,,1.3
2599,Kepler-257 d,2602.0,21.7 Earths,15.422,2014,Neptune-like,0.442 x Jupiter,0.16 AU,24.7 days,0.0,Kepler-256,Transit,,,5551.0,,1.3
2600,Kepler-258 b,1910.0,15.5 Earths,15.201,2014,Neptune-like,0.362 x Jupiter,0.103 AU,13.2 days,0.0,Kepler-257,Transit,,,5180.0,,1.04
2601,Kepler-258 c,1910.0,12.7 Earths,15.201,2014,Neptune-like,0.322 x Jupiter,0.193 AU,33.7 days,0.0,Kepler-257,Transit,,,5180.0,,1.04
2602,Kepler-259 b,3365.0,8.25 Earths,15.169,2014,Neptune-like,0.25 x Jupiter,0.079 AU,8.1 days,0.0,Kepler-257,Transit,,,5180.0,,1.04
2603,Kepler-259 c,3365.0,7.75 Earths,15.169,2014,Neptune-like,0.241 x Jupiter,0.217 AU,36.9 days,0.0,Kepler-258,Transit,,,4942.0,,0.92
2604,Kepler-25 b,799.0,8.7 Earths,10.632,2011,Neptune-like,0.245 x Jupiter,0.068 AU,6.2 days,0.0,Kepler-258,Transit,,,4942.0,,0.92
2605,Kepler-25 c,799.0,15.2 Earths,10.632,2011,Neptune-like,0.465 x Jupiter,0.11 AU,12.7 days,0.01,Kepler-259,Transit,,,5938.0,,0.9
2606,Kepler-25 d,799.0,0.226 Jupiters,10.632,2014,Gas Giant,0.894 x Jupiter,Unknown,122.4 days,0.13,Kepler-259,Transit,,,5938.0,,0.9
2607,Kepler-260 b,2084.0,4.7 Earths,14.118,2014,Super Earth,2.01 x Earth,0.075 AU,8.2 days,0.0,Kepler-26,Transit,,1.26,3914.0,0.54,0.51
2608,Kepler-260 c,2084.0,3.68 Earths,14.118,2014,Super Earth,1.74 x Earth,0.332 AU,76.1 days,0.0,Kepler-26,Transit,,1.61,3914.0,0.54,0.51
2609,Kepler-261 b,1045.0,5.39 Earths,13.529,2014,Neptune-like,2.18 x Earth,0.088 AU,10.4 days,0.0,Kepler-26,Transit,,,3914.0,0.54,0.51
2610,Kepler-261 c,1045.0,4.66 Earths,13.529,2014,Super Earth,2.0 x Earth,0.156 AU,24.6 days,0.0,Kepler-26,Transit,,,3914.0,0.54,0.51
2611,Kepler-262 b,2036.0,2.42 Earths,14.224,2014,Super Earth,1.36 x Earth,0.108 AU,13.1 days,0.0,Kepler-260,Transit,,,5250.0,,0.86
2612,Kepler-262 c,2036.0,3.33 Earths,14.224,2014,Super Earth,1.64 x Earth,0.152 AU,21.9 days,0.0,Kepler-260,Transit,,,5250.0,,0.86
2613,Kepler-263 b,2515.0,7.61 Earths,15.417,2014,Neptune-like,0.238 x Jupiter,0.12 AU,16.6 days,0.0,Kepler-261,Transit,,,5098.0,,0.79
2614,Kepler-263 c,2515.0,6.66 Earths,15.417,2014,Neptune-like,0.22 x Jupiter,0.242 AU,47.3 days,0.0,Kepler-261,Transit,,,5098.0,,0.79
2615,Kepler-264 b,3158.0,11.1 Earths,13.013,2014,Neptune-like,0.297 x Jupiter,0.249 AU,40.8 days,0.0,Kepler-262,Transit,,,5841.0,,0.88
2616,Kepler-264 c,3158.0,8.4 Earths,13.013,2014,Neptune-like,0.252 x Jupiter,0.566 AU,140.1 days,0.0,Kepler-262,Transit,,,5841.0,,0.88
2617,Kepler-265 b,4333.0,4.12 Earths,15.352,2014,Super Earth,1.86 x Earth,0.069 AU,6.8 days,0.0,Kepler-263,Transit,,,5265.0,,0.79
2618,Kepler-265 c,4333.0,7.41 Earths,15.352,2014,Neptune-like,0.235 x Jupiter,0.127 AU,17 days,0.0,Kepler-263,Transit,,,5265.0,,0.79
2619,Kepler-265 d,4333.0,6.76 Earths,15.352,2014,Neptune-like,0.222 x Jupiter,0.236 AU,43.1 days,0.0,Kepler-264,Transit,,,6158.0,,1.55
2620,Kepler-265 e,4333.0,7.22 Earths,15.352,2014,Neptune-like,0.231 x Jupiter,0.319 AU,67.8 days,0.0,Kepler-264,Transit,,,6158.0,,1.55
2621,Kepler-266 b,4649.0,6.71 Earths,15.577,2014,Neptune-like,0.221 x Jupiter,0.071 AU,6.6 days,0.0,Kepler-265,Transit,,,5835.0,,1.1
2622,Kepler-266 c,4649.0,14.4 Earths,15.577,2014,Neptune-like,0.347 x Jupiter,0.457 AU,107.7 days,0.0,Kepler-265,Transit,,,5835.0,,1.1
2623,Kepler-267 b,871.0,37.9 Earths,15.469,2014,Super Earth,1.98 x Earth,0.037 AU,3.4 days,0.0,Kepler-265,Transit,,,5835.0,,1.1
2624,Kepler-267 c,871.0,5.18 Earths,15.469,2014,Neptune-like,2.13 x Earth,0.06 AU,6.9 days,0.0,Kepler-265,Transit,,,5835.0,,1.1
2625,Kepler-267 d,871.0,5.77 Earths,15.469,2014,Neptune-like,0.203 x Jupiter,0.154 AU,28.5 days,0.0,Kepler-266,Transit,,,5885.0,,1.03
2626,Kepler-268 b,2848.0,7.04 Earths,13.668,2014,Neptune-like,0.227 x Jupiter,0.18 AU,25.9 days,0.0,Kepler-266,Transit,,,5885.0,,1.03
2627,Kepler-268 c,2848.0,11.4 Earths,13.668,2014,Neptune-like,0.302 x Jupiter,0.391 AU,83.4 days,0.0,Kepler-267,Transit,,,4258.0,,0.56
2628,Kepler-269 b,7890.0,6.66 Earths,15.735,2014,Neptune-like,0.22 x Jupiter,0.061 AU,5.3 days,0.0,Kepler-267,Transit,,,4258.0,,0.56
2629,Kepler-269 c,7890.0,3.5 Earths,15.735,2014,Super Earth,1.69 x Earth,0.081 AU,8.1 days,0.0,Kepler-267,Transit,,,4258.0,,0.56
2630,Kepler-26 b,1104.0,5.12 Earths,15.409,2011,Neptune-like,0.248 x Jupiter,0.08551 AU,12.3 days,0.0,Kepler-268,Transit,,,6081.0,,1.27
2631,Kepler-26 c,1104.0,6.2 Earths,15.409,2011,Neptune-like,0.243 x Jupiter,0.10725 AU,17.3 days,0.0,Kepler-268,Transit,,,6081.0,,1.27
2632,Kepler-26 d,1104.0,1.24 Earths,15.409,2014,Super Earth,1.07 x Earth,0.039 AU,3.5 days,0.0,Kepler-269,Transit,,,5847.0,,0.96
2633,Kepler-26 e,1104.0,6.39 Earths,15.409,2014,Neptune-like,0.215 x Jupiter,0.22 AU,46.8 days,0.0,Kepler-269,Transit,,,5847.0,,0.96
2634,Kepler-270 b,3182.0,4.7 Earths,13.859,2014,Super Earth,2.01 x Earth,0.107 AU,11.5 days,0.0,Kepler-27,Transit,,,5400.0,0.65,0.59
2635,Kepler-270 c,3182.0,3.78 Earths,13.859,2014,Super Earth,1.77 x Earth,0.18 AU,25.3 days,0.0,Kepler-27,Transit,,,5400.0,0.65,0.59
2636,Kepler-271 b,1364.0,2.04 Earths,13.428,2014,Super Earth,1.23 x Earth,0.056 AU,10.4 days,0.0,Kepler-270,Transit,,,6067.0,,1.46
2637,Kepler-271 c,1364.0,0.809 Earths,13.428,2014,Terrestrial,0.95 x Earth,0.071 AU,7.4 days,0.0,Kepler-270,Transit,,,6067.0,,1.46
2638,Kepler-271 d,1364.0,0.219 Earths,13.428,2016,Terrestrial,0.66 x Earth,Unknown,5.2 days,0.0,Kepler-271,Transit,,,5555.0,0.9,0.87
2639,Kepler-272 b,2978.0,0.245 Jupiters,14.659,2014,Super Earth,1.43 x Earth,0.038 AU,3 days,0.0,Kepler-271,Transit,,,5555.0,0.9,0.87
2640,Kepler-272 c,2978.0,0.308 Jupiters,14.659,2014,Super Earth,1.79 x Earth,0.061 AU,6.1 days,0.0,Kepler-271,Transit,,,5555.0,0.9,0.87
2641,Kepler-272 d,2978.0,5.69 Earths,14.659,2014,Neptune-like,0.201 x Jupiter,0.091 AU,10.9 days,0.0,Kepler-272,Transit,,,5297.0,,0.93
2642,Kepler-273 b,2378.0,2.86 Earths,14.968,2014,Super Earth,1.5 x Earth,0.037 AU,2.9 days,0.0,Kepler-272,Transit,,,5297.0,,0.93
2643,Kepler-273 c,2378.0,4.58 Earths,14.968,2014,Super Earth,1.98 x Earth,0.073 AU,8 days,0.0,Kepler-272,Transit,,,5297.0,,0.93
2644,Kepler-274 b,4520.0,2.99 Earths,15.032,2014,Super Earth,1.54 x Earth,0.101 AU,11.6 days,0.0,Kepler-273,Transit,,,5626.0,,0.81
2645,Kepler-274 c,4520.0,4.04 Earths,15.032,2014,Super Earth,1.84 x Earth,0.204 AU,33.2 days,0.0,Kepler-273,Transit,,,5626.0,,0.81
2646,Kepler-275 b,7030.0,6.08 Earths,15.287,2014,Neptune-like,0.209 x Jupiter,0.098 AU,10.3 days,0.0,Kepler-274,Transit,,,6023.0,,1.01
2647,Kepler-275 c,7030.0,11.4 Earths,15.287,2014,Neptune-like,0.302 x Jupiter,0.132 AU,16.1 days,0.0,Kepler-274,Transit,,,6023.0,,1.01
2648,Kepler-275 d,7030.0,11.1 Earths,15.287,2014,Neptune-like,0.297 x Jupiter,0.224 AU,35.7 days,0.0,Kepler-275,Transit,,,6165.0,,1.38
2649,Kepler-276 b,3855.0,8.6 Earths,15.365,2014,Neptune-like,0.256 x Jupiter,0.119 AU,14.1 days,0.0,Kepler-275,Transit,,,6165.0,,1.38
2650,Kepler-276 c,3855.0,16.6 Earths,15.365,2013,Super Earth,0.259 x Jupiter,Unknown,31.9 days,0.0,Kepler-275,Transit,,,6165.0,,1.38
2651,Kepler-276 d,3855.0,16.3 Earths,15.365,2013,Super Earth,0.25 x Jupiter,Unknown,48.6 days,0.0,Kepler-276,Transit,,,6105.0,,1.05
2652,Kepler-277 b,3278.0,0.275 Jupiters,13.388,2013,Gas Giant,0.261 x Jupiter,Unknown,17.3 days,0.0,Kepler-276,Transit,,,6105.0,,1.05
2653,Kepler-277 c,3278.0,0.202 Jupiters,13.388,2013,Gas Giant,0.3 x Jupiter,Unknown,33 days,0.0,Kepler-276,Transit,,,6105.0,,1.05
2654,Kepler-278 b,1463.0,15.6 Earths,11.53,2014,Neptune-like,0.363 x Jupiter,0.207 AU,30.2 days,0.04,Kepler-277,Transit,,,5946.0,,1.65
2655,Kepler-278 c,1463.0,12.6 Earths,11.53,2014,Neptune-like,0.32 x Jupiter,0.294 AU,51.1 days,0.51,Kepler-277,Transit,,,5946.0,,1.65
2656,Kepler-279 b,3488.0,12.8 Earths,13.585,2014,Neptune-like,0.323 x Jupiter,0.112 AU,12.3 days,0.0,Kepler-278,Transit,,,4991.0,,2.94
2657,Kepler-279 c,3488.0,0.155 Jupiters,13.585,2013,Gas Giant,0.384 x Jupiter,Unknown,35.7 days,0.0,Kepler-278,Transit,,,4991.0,,2.94
2658,Kepler-279 d,3488.0,37.5 Earths,13.585,2013,Neptune-like,0.277 x Jupiter,Unknown,54.4 days,0.0,Kepler-279,Transit,,,6363.0,,1.75
2659,Kepler-27 b,3507.0,9.11 Jupiters,15.816,2011,Gas Giant,0.357 x Jupiter,0.118 AU,15.3 days,0.0,Kepler-279,Transit,,,6363.0,,1.75
2660,Kepler-27 c,3507.0,13.8 Jupiters,15.816,2011,Gas Giant,0.437 x Jupiter,0.191 AU,31.3 days,0.0,Kepler-279,Transit,,,6363.0,,1.75
2661,Kepler-280 b,2604.0,2.7 Earths,14.457,2014,Super Earth,1.45 x Earth,0.032 AU,2.1 days,0.0,Kepler-28,Transit,,,4590.0,0.75,0.7
2662,Kepler-280 c,2604.0,4.7 Earths,14.457,2014,Super Earth,2.01 x Earth,0.056 AU,4.8 days,0.0,Kepler-28,Transit,,,4590.0,0.75,0.7
2663,Kepler-281 b,5986.0,8.35 Earths,15.754,2014,Neptune-like,0.252 x Jupiter,0.117 AU,14.6 days,0.0,Kepler-280,Transit,,,5744.0,,0.89
2664,Kepler-281 c,5986.0,24.4 Earths,15.754,2014,Neptune-like,0.474 x Jupiter,0.215 AU,36.3 days,0.0,Kepler-280,Transit,,,5744.0,,0.89
2665,Kepler-282 b,4537.0,1.01 Earths,15.178,2014,Super Earth,1.01 x Earth,0.082 AU,9.2 days,0.0,Kepler-281,Transit,,,5723.0,,0.9
2666,Kepler-282 c,4537.0,1.87 Earths,15.178,2014,Super Earth,1.2 x Earth,0.106 AU,13.6 days,0.0,Kepler-281,Transit,,,5723.0,,0.9
2667,Kepler-282 d,4537.0,0.192 Jupiters,15.178,2013,Super Earth,0.219 x Jupiter,Unknown,24.8 days,0.0,Kepler-282,Transit,,,5602.0,,0.9
2668,Kepler-282 e,4537.0,0.177 Jupiters,15.178,2013,Gas Giant,0.277 x Jupiter,Unknown,44.3 days,0.0,Kepler-282,Transit,,,5602.0,,0.9
2669,Kepler-283 b,1547.0,5.18 Earths,15.875,2014,Neptune-like,2.13 x Earth,0.082 AU,11 days,0.0,Kepler-282,Transit,,,5602.0,,0.9
2670,Kepler-283 c,1547.0,3.97 Earths,15.875,2014,Super Earth,1.82 x Earth,0.341 AU,92.7 days,0.0,Kepler-282,Transit,,,5602.0,,0.9
2671,Kepler-284 b,3467.0,5.65 Earths,15.813,2014,Neptune-like,0.2 x Jupiter,0.104 AU,12.7 days,0.0,Kepler-283,Transit,,,4351.0,,0.57
2672,Kepler-284 c,3467.0,7.32 Earths,15.813,2014,Neptune-like,0.233 x Jupiter,0.213 AU,37.5 days,0.0,Kepler-283,Transit,,,4351.0,,0.57
2673,Kepler-285 b,2754.0,2.36 Earths,15.152,2014,Super Earth,1.34 x Earth,0.036 AU,2.6 days,0.0,Kepler-284,Transit,,,5615.0,,0.81
2674,Kepler-285 c,2754.0,1.46 Earths,15.152,2014,Super Earth,1.12 x Earth,0.064 AU,6.2 days,0.0,Kepler-284,Transit,,,5615.0,,0.81
2675,Kepler-286 b,4132.0,2.07 Earths,15.545,2014,Super Earth,1.24 x Earth,0.027 AU,1.8 days,0.0,Kepler-285,Transit,,,5411.0,,0.81
2676,Kepler-286 c,4132.0,2.45 Earths,15.545,2014,Super Earth,1.37 x Earth,0.042 AU,3.5 days,0.0,Kepler-285,Transit,,,5411.0,,0.81
2677,Kepler-286 d,4132.0,2.33 Earths,15.545,2014,Super Earth,1.33 x Earth,0.061 AU,5.9 days,0.0,Kepler-286,Transit,,,5580.0,,0.86
2678,Kepler-286 e,4132.0,3.78 Earths,15.545,2014,Super Earth,1.77 x Earth,0.176 AU,29.2 days,0.0,Kepler-286,Transit,,,5580.0,,0.86
2679,Kepler-287 b,2793.0,6.04 Earths,14.744,2014,Neptune-like,0.208 x Jupiter,0.145 AU,20.3 days,0.0,Kepler-286,Transit,,,5580.0,,0.86
2680,Kepler-287 c,2793.0,10.7 Earths,14.744,2014,Neptune-like,0.291 x Jupiter,0.246 AU,44.9 days,0.0,Kepler-286,Transit,,,5580.0,,0.86
2681,Kepler-288 b,4033.0,3.43 Earths,15.152,2014,Super Earth,1.67 x Earth,0.065 AU,6.1 days,0.0,Kepler-287,Transit,,,5806.0,,1.03
2682,Kepler-288 c,4033.0,8.5 Earths,15.152,2014,Neptune-like,0.254 x Jupiter,0.14 AU,19.3 days,0.0,Kepler-287,Transit,,,5806.0,,1.03
2683,Kepler-288 d,4033.0,7.61 Earths,15.152,2014,Neptune-like,0.238 x Jupiter,0.287 AU,56.6 days,0.0,Kepler-288,Transit,,,5918.0,,1.09
2684,Kepler-289 b,2283.0,7.3 Earths,13.963,2014,Super Earth,2.15 x Earth,0.21 AU,34.5 days,0.0,Kepler-288,Transit,,,5918.0,,1.09
2685,Kepler-289 c,2283.0,0.42 Jupiters,13.963,2014,Gas Giant,1.034 x Jupiter,0.51 AU,125.9 days,0.0,Kepler-288,Transit,,,5918.0,,1.09
2686,Kepler-289 d,2283.0,4 Earths,13.963,2014,Neptune-like,0.239 x Jupiter,0.33 AU,66.1 days,0.0,Kepler-289,Transit,89.59,4.1,5990.0,1.08,1.0
2687,Kepler-28 b,1448.0,1.51 Jupiters,15.026,2011,Neptune-like,0.321 x Jupiter,0.062 AU,5.9 days,0.0,Kepler-289,Transit,89.794,0.47,5990.0,1.08,1.0
2688,Kepler-28 c,1448.0,1.36 Jupiters,15.026,2011,Neptune-like,0.303 x Jupiter,0.081 AU,9 days,0.0,Kepler-289,Transit,89.73,1.2,5990.0,1.08,1.0
2689,Kepler-290 b,2311.0,5.69 Earths,15.565,2014,Neptune-like,0.201 x Jupiter,0.11 AU,14.6 days,0.0,Kepler-29,Transit,89.13,1.65,5378.0,0.76,0.73
2690,Kepler-290 c,2311.0,7.75 Earths,15.565,2014,Neptune-like,0.241 x Jupiter,0.205 AU,36.8 days,0.0,Kepler-29,Transit,,1.91,5378.0,0.76,0.73
2691,Kepler-291 b,6147.0,5.31 Earths,15.898,2014,Neptune-like,2.16 x Earth,0.047 AU,3.5 days,0.0,Kepler-290,Transit,,,5147.0,,0.74
2692,Kepler-291 c,6147.0,4.19 Earths,15.898,2014,Super Earth,1.88 x Earth,0.065 AU,5.7 days,0.0,Kepler-290,Transit,,,5147.0,,0.74
2693,Kepler-292 b,3547.0,2.3 Earths,15.942,2014,Super Earth,1.32 x Earth,0.035 AU,2.6 days,0.0,Kepler-291,Transit,,,6002.0,,1.02
2694,Kepler-292 c,3547.0,2.76 Earths,15.942,2014,Super Earth,1.47 x Earth,0.045 AU,3.7 days,0.0,Kepler-291,Transit,,,6002.0,,1.02
2695,Kepler-292 d,3547.0,5.6 Earths,15.942,2014,Neptune-like,2.23 x Earth,0.068 AU,7.1 days,0.0,Kepler-292,Transit,,,5299.0,,0.83
2696,Kepler-292 e,3547.0,7.61 Earths,15.942,2014,Neptune-like,0.238 x Jupiter,0.097 AU,12 days,0.0,Kepler-292,Transit,,,5299.0,,0.83
2697,Kepler-292 f,3547.0,6.12 Earths,15.942,2014,Neptune-like,0.21 x Jupiter,0.141 AU,20.8 days,0.0,Kepler-292,Transit,,,5299.0,,0.83
2698,Kepler-293 b,3270.0,9.64 Earths,15.333,2014,Neptune-like,0.274 x Jupiter,0.144 AU,19.3 days,0.0,Kepler-292,Transit,,,5299.0,,0.83
2699,Kepler-293 c,3270.0,14 Earths,15.333,2014,Neptune-like,0.342 x Jupiter,0.286 AU,54.2 days,0.0,Kepler-292,Transit,,,5299.0,,0.83
2700,Kepler-294 b,4605.0,3.78 Earths,15.819,2014,Super Earth,1.77 x Earth,0.048 AU,3.7 days,0.0,Kepler-293,Transit,,,5804.0,,0.96
2701,Kepler-294 c,4605.0,7.8 Earths,15.819,2014,Neptune-like,0.242 x Jupiter,0.071 AU,6.6 days,0.0,Kepler-293,Transit,,,5804.0,,0.96
2702,Kepler-295 b,5830.0,1.98 Earths,14.433,2014,Super Earth,1.22 x Earth,0.099 AU,12.6 days,0.0,Kepler-294,Transit,,,5913.0,,0.98
